name,type,phone,website,address,street,city,county,postal_code,country,booking_appointment_link,place_id
Cwesthairstylist,Hairdresser,+44 7932 413810,https://www.instagram.com/cwesthairstylist%3Figsh%3DMWdpcnlwMmx1eDByeQ%3D%3D%26utm_source%3Dqr,"Saint Peter's gate, Stockport SK1 1EB",Saint Peter's gate,Stockport,,SK1 1EB,United Kingdom of Great Britain and Northern Ireland,,ChIJZb2cIGeze0gRIXKrpvJI9P0
Hair by Karen Kennedy,Hairdresser,,https://hairbykarenkennedy.co.uk/,"111A Reddish Rd, Stockport SK5 7HP",111A Reddish Rd,Stockport,,SK5 7HP,United Kingdom of Great Britain and Northern Ireland,https://www.treatwell.co.uk/place/hair-by-karen-kennedy/?utm_source=google&utm_medium=rwg&rwg_token=AFd1xnFrD7MLB5h650kdSlpd9NbajYToahvNyBNiMyffdh0P-btiquAShxyUKLoxTEjhDylxxDTQfo7Tl21YCiF5bgYFX0C2M6nYkxyCdVh3K3tXw_tFOA8%3D,ChIJ38jxauu1e0gRFiYEiXLu1aE
L.A barbers,Barber shop,+44 161 971 5349,https://labarbershop.nearcut.com/r/WPN22P,"293 Buxton Rd, Stockport SK2 7NR",293 Buxton Rd,Stockport,,SK2 7NR,United Kingdom of Great Britain and Northern Ireland,,ChIJL71sCCa1e0gRHw94wheZviM
Markoz Barbershop,Barber shop,+44 7777 488010,,"370A Brinnington Rd, Stockport SK5 8BT",370A Brinnington Rd,Stockport,,SK5 8BT,United Kingdom of Great Britain and Northern Ireland,,ChIJhRe2GgC1e0gRwRI9Wcf3uWQ
Davenport barbers,Barber shop,+44 7478 705504,,"106 Kennerley Rd, Davenport, Stockport SK2 6EY",106 Kennerley Rd,Stockport,Davenport,SK2 6EY,United Kingdom of Great Britain and Northern Ireland,https://booksy.com/en-gb/rwg/150855_davenport-barbers_barber_667300_stockport?rwg_token=AFd1xnG5_SThxi3Dn7CFUGns9yKmiB2qkU_zoECySWK2rOjI79NDHiQW60ysvM-WPz0oKWzwSx-hZWuuwEKvsGf9v1n8mVxo4efnkgvjh5MdYbzNgqILAX4%3D,ChIJZ4fPw4K1e0gRMLCFqwnv6s4
Class Barbers,Barber shop,+44 7459 133080,,"48 St Petersgate, Stockport SK1 1HL",48 St Petersgate,Stockport,,SK1 1HL,United Kingdom of Great Britain and Northern Ireland,,ChIJqYb4FHyze0gRkfh0noK9zUw
S F BARBER,Barber shop,+44 7951 375250,,"41 Worrall St, Edgeley, Stockport SK3 9BE",41 Worrall St,Stockport,Edgeley,SK3 9BE,United Kingdom of Great Britain and Northern Ireland,https://booksy.com/en-gb/rwg/167440_s-f-barber_barber_667300_stockport?rwg_token=AFd1xnGN3uGQcU7O9bBYCBADCvvYHGUhh4FS42eTknhkuhQ2dGkUD3HzhpsI3KLc0iL7olE6BoNJJZfSsXiV52FfPBFg6EicliHvXR_W4omC3nL9uE1Msow%3D,ChIJLWMQRQCze0gRR3v9LwB-yTo
Duhok barber,Barber shop,+44 7424 376509,https://www.instagram.com/duhok_barbers/,"323 Buxton Rd, Stockport SK2 7NL",323 Buxton Rd,Stockport,,SK2 7NL,United Kingdom of Great Britain and Northern Ireland,,ChIJzx0hplW1e0gR554ieBQPx_0
Town Barbers,Barber shop,+44 7713 777328,https://m.facebook.com/Town-Barbers-378074269066409/,"36 Market Pl, Stockport SK1 1ES",36 Market Pl,Stockport,,SK1 1ES,United Kingdom of Great Britain and Northern Ireland,,ChIJ0ZlUSn6ze0gRRAYpTy5OWwQ
BOBBY'S BARBERS,Barber shop,+44 161 568 0011,https://www.bobbysmcr.co.uk/,"106 Heaton Moor Rd, Stockport SK4 4NZ",106 Heaton Moor Rd,Stockport,,SK4 4NZ,United Kingdom of Great Britain and Northern Ireland,https://www.bobbysmcr.co.uk/,ChIJAzOkDOSze0gRzyPisEQ4GSQ
Mos luxe barber,Barber shop,+44 7398 874666,http://mosluxebarber.booksy.com/,"414 Reddish Rd, Reddish, Stockport SK5 7AA",414 Reddish Rd,Stockport,Reddish,SK5 7AA,United Kingdom of Great Britain and Northern Ireland,,ChIJLyQvR3Kze0gRcexiRb4IAYc
Hill Barbers,Barber shop,+44 7721 452966,,"Hill Barbers, 2 Lancashire Hill, Stockport SK5 7RP","Hill Barbers, 2 Lancashire Hill",Stockport,,SK5 7RP,United Kingdom of Great Britain and Northern Ireland,,ChIJXZshbACze0gRLYzUIGCJRIo
Shaw Heath Barber Shop,Barber shop,+44 7795 593270,,"189 Shaw Heath, Stockport SK2 6QZ",189 Shaw Heath,Stockport,,SK2 6QZ,United Kingdom of Great Britain and Northern Ireland,,ChIJTVVTemGze0gRB8Wii66I4BE
Legacy Barbers,Barber shop,+44 7402 035835,,"437 Buxton Rd, Stockport SK2 7HE",437 Buxton Rd,Stockport,,SK2 7HE,United Kingdom of Great Britain and Northern Ireland,,ChIJGWhpV7m0e0gRh-dmc4HgRLE
No1barbershop,Barber shop,+44 161 483 4082,https://www.no1barbershop.uk/,"389 London Rd, Hazel Grove, Stockport SK7 6AA",389 London Rd,Stockport,Hazel Grove,SK7 6AA,United Kingdom of Great Britain and Northern Ireland,,ChIJl1PQlc20e0gR0vDMQRGoaHc
Trendz Barbers Shop,Barber shop,,,"352 Buxton Rd, Stockport SK2 7BY",352 Buxton Rd,Stockport,,SK2 7BY,United Kingdom of Great Britain and Northern Ireland,,ChIJl9fldry0e0gRqqAS8hJw9eY
BUZZ BARBERS Shop,Barber shop,+44 7777 441779,,"Exeter Rd, Stockport SK5 8LQ",Exeter Rd,Stockport,,SK5 8LQ,United Kingdom of Great Britain and Northern Ireland,,ChIJq13MMgC1e0gR7mqPcx11Wu4
No4 Barbershop,Barber shop,+44 161 964 3003,https://www.fresha.com/book-now/no4-barbershop-cr1h8vef/all-offer%3Fshare%3Dtrue%26pId%3D2614129,"4 Stockport Rd E, Bredbury, Stockport SK6 1AL",4 Stockport Rd E,Stockport,Bredbury,SK6 1AL,United Kingdom of Great Britain and Northern Ireland,https://www.fresha.com/book-now/no4-barbershop-cr1h8vef/all-offer?id=2701244&pId=2614129&rwg_token=AFd1xnGEfUFmHYf101W_bdsQeZg96sR4O0jclBkiGhsAY9Gsqi7qZc1vHdGwxf2UBbqiR2nQZUvQcdJ0IRKITG44_IfcqRFEz2aZzhZOdNotOx8Y608HXVY%3D,ChIJkZx6Tz-1e0gRSWYAVpJjQUY
Milano Barbers Reddish,Barber shop,+44 7752 240108,,"463 Gorton Rd, Stockport SK5 6LR",463 Gorton Rd,Stockport,,SK5 6LR,United Kingdom of Great Britain and Northern Ireland,,ChIJBbt7evize0gRHaVS1XgcD_8
Scissor Trim Barber Shop,Barber shop,+44 161 376 6852,,"21 Castle St, Edgeley, Stockport SK3 9AT",21 Castle St,Stockport,Edgeley,SK3 9AT,United Kingdom of Great Britain and Northern Ireland,,ChIJjQ3sPGWze0gRcAtVBNKtq4Y
Fredo’s Barbershop,Barber shop,+44 7493 592741,,"316 Buxton Rd, Stockport SK2 7DD",316 Buxton Rd,Stockport,,SK2 7DD,United Kingdom of Great Britain and Northern Ireland,https://booksy.com/en-gb/rwg/72812_fredos-barbershop_barber_667300_stockport?rwg_token=AFd1xnF5i-tGgzB0znjdHIMenF6NoS8qeWHeo8YukzP15Izw5-tPfjgdqcREGtOdQbMW0qrHcdvT6nfC-MPYcY4kQJabA_g0Og%3D%3D,ChIJMR0kkLy0e0gRIdvUlE4Y2uY
Spikeys barbers,Barber shop,+44 7379 047189,,"517 Hempshaw Ln, Stockport SK2 5TP",517 Hempshaw Ln,Stockport,,SK2 5TP,United Kingdom of Great Britain and Northern Ireland,,ChIJATcq05O0e0gR_vKEOIHgRpY
Barber & Co,Barber shop,+44 7438 634514,https://www.barberandco.info/,"987 Stockport Rd, Manchester M19 2SY",987 Stockport Rd,Manchester,,M19 2SY,United Kingdom of Great Britain and Northern Ireland,https://booksy.com/en-gb/rwg/14912_barber-co_barber_628476_manchester?rwg_token=AFd1xnFVjEm_HG6OJCsFOlB9oNrSqGXHpxjXianW6jnubWoKcZZlZZrqDflQfJiksDtAihFOdCmWXaUkhcNGesUfci3S6ZPj2Lf_i0F67bBUFJTZOAFb1PQ%3D,ChIJp1RB_8Oze0gRubcfamVv7qM
LA VIDA GENTS BARBER,Barber shop,+44 7913 138855,https://www.google.com/url?q=https://www.instagram.com/la.vida.barber/,"274 Gorton Rd, Stockport SK5 6RN",274 Gorton Rd,Stockport,,SK5 6RN,United Kingdom of Great Britain and Northern Ireland,,ChIJFXvA3_eze0gRFnOjJzk7gEM
The Barber's Shop Bramhall,Barber shop,+44 161 439 8049,,"16 Fir Rd, Bramhall, Stockport SK7 2NP",16 Fir Rd,Stockport,Bramhall,SK7 2NP,United Kingdom of Great Britain and Northern Ireland,,ChIJq9voOVOze0gRivVVrjOgrk4
Stargents barbershop,Barber shop,+44 161 217 0052,http://www.instagram.com/stargents.1,"412 Manchester Rd, Stockport SK4 5BY",412 Manchester Rd,Stockport,,SK4 5BY,United Kingdom of Great Britain and Northern Ireland,,ChIJr6lNoQWze0gRkgkuTNmlmTQ
Zaks,Barber shop,+44 161 224 1021,,"284 Gorton Rd, Stockport SK5 6RN",284 Gorton Rd,Stockport,,SK5 6RN,United Kingdom of Great Britain and Northern Ireland,,ChIJH7njm32xe0gRjiOMfC6V2Yk
Rich blade barbershop,Barber shop,+44 7944 778525,https://instagram.com/richbladebarbershop,"96 Longford Rd W, Reddish, Stockport SK5 6HY",96 Longford Rd W,Stockport,Reddish,SK5 6HY,United Kingdom of Great Britain and Northern Ireland,,ChIJrcSEZnqRe0gRJJwdBlpEhFM
Legacy,Barber shop,+44 7984 148395,,"150 Middlesex Rd, Brinnington, Stockport SK5 8HJ",150 Middlesex Rd,Stockport,Brinnington,SK5 8HJ,United Kingdom of Great Britain and Northern Ireland,,ChIJQXyR82u0e0gRiJ6ebaNiUN4
Stanley’s Barber,Barber shop,+44 7449 416008,,"969 Stockport Rd, Manchester M19 3NP",969 Stockport Rd,Manchester,,M19 3NP,United Kingdom of Great Britain and Northern Ireland,,ChIJE3BWGK6ze0gRz2mECN9vFvw
Vip's Barbers,Barber shop,+44 7454 937733,,"Higher Bents Ln, Bredbury, Stockport SK6 2LU",Higher Bents Ln,Stockport,Bredbury,SK6 2LU,United Kingdom of Great Britain and Northern Ireland,,ChIJsW7vnlW0e0gRM6MB0tjr-v0
The Barbershop Apartments,Hotel,+44 7948 475555,,"412 Manchester Rd, Stockport SK4 5BY",412 Manchester Rd,Stockport,,SK4 5BY,United Kingdom of Great Britain and Northern Ireland,,ChIJR7OmxROze0gRYPb4wEFOBj4
Gent211,Barber shop,+44 161 428 6167,https://www.gent211.com/,"211 Stockport Rd, Stockport SK3 0RH",211 Stockport Rd,Stockport,,SK3 0RH,United Kingdom of Great Britain and Northern Ireland,,ChIJ348Wjxqze0gRghHjuLe9jSM
Edgely barber,Barber shop,+44 7922 647893,,"63 Castle St, Edgeley, Stockport SK3 9AT",63 Castle St,Stockport,Edgeley,SK3 9AT,United Kingdom of Great Britain and Northern Ireland,,ChIJEyrOtHeze0gR2puuiNMnlvk
Baban Barbers,Barber shop,+44 7947 494246,,"278 Adswood Rd, Stockport SK3 8PN",278 Adswood Rd,Stockport,,SK3 8PN,United Kingdom of Great Britain and Northern Ireland,,ChIJOeQWaACze0gRBPKSlaPGdCM
Fade masters barbers,Barber shop,+44 161 439 2845,,"20 Bramhall Ln S, Bramhall, Stockport SK7 1AF",20 Bramhall Ln S,Stockport,Bramhall,SK7 1AF,United Kingdom of Great Britain and Northern Ireland,https://www.fresha.com/book-now/fade-masters-barbers-hale-barns-ib646i11/all-offer?id=845965&pId=744706&rwg_token=AFd1xnHmMdj1SukCJ_xYj9PXq5ihnMup5F0UtvElxIS3xfHdfYlKVk8IbFGxwXXrbO9nmiLY1LJzZclPCIt8PDa-rsRyra3vzF9pimr2HV_erMBSYibQHIk%3D,ChIJJ4VQOJ5NekgRPZaeYeJpG-0
The Stockport Barbering School,Barbers School,+44 800 118 5021,,"58 Wellington Rd S, Stockport SK1",58 Wellington Rd S,Stockport,,SK1,United Kingdom of Great Britain and Northern Ireland,,ChIJl9DUQKyze0gRh3hELPD7Kwo
Arrow Emporium Bredbury,Barber shop,+44 7748 906397,,"208 Stockport Rd E, Bredbury, Stockport SK6 2AQ",208 Stockport Rd E,Stockport,Bredbury,SK6 2AQ,United Kingdom of Great Britain and Northern Ireland,,ChIJGe3vsom1e0gR__tTLdlSdqc
Uk Fade Barber,Barber shop,+44 7444 535507,,"12 Stockport Rd, Cheadle SK8 2AA",12 Stockport Rd,Cheadle,,SK8 2AA,United Kingdom of Great Britain and Northern Ireland,,ChIJCWavwteze0gRjzPSF_SjeAE
Mo’s Club,Barber shop,+44 7412 525845,,"33 Buxton Rd, High Lane, Stockport SK6 8DR",33 Buxton Rd,Stockport,High Lane,SK6 8DR,United Kingdom of Great Britain and Northern Ireland,,ChIJn1awrslKekgR5S7tKwKDyRY
Barbers Cars,Used car dealer,+44 7831 355266,,"The Old Dairy, Earl St, Edgeley, Stockport SK3 9JZ","The Old Dairy, Earl St",Stockport,Edgeley,SK3 9JZ,United Kingdom of Great Britain and Northern Ireland,,ChIJw3mTwhOze0gRArMVu2l8koM
Glaris Barber Shop,Barber shop,,,"46 Stockport Rd, Cheadle Heath, Stockport SK3 0JA",46 Stockport Rd,Stockport,Cheadle Heath,SK3 0JA,United Kingdom of Great Britain and Northern Ireland,,ChIJQ0CrcQCze0gRQrSvw7Jv6-8
The Fade Room,Barber shop,+44 161 637 5635,,"167 Wellington Rd S, Stockport SK1 3UA",167 Wellington Rd S,Stockport,,SK1 3UA,United Kingdom of Great Britain and Northern Ireland,,ChIJPYfJWPqze0gR63gB3dwbO-4
Morgans Barbershop,Barber shop,+44 7356 249870,https://www.morgansbarbershop.co.uk/,"Behind Francescos Hair Salon, 15-17 Bramhall Ln S, Bramhall, Stockport SK7 1AL","Behind Francescos Hair Salon, 15-17 Bramhall Ln S",Stockport,Bramhall,SK7 1AL,United Kingdom of Great Britain and Northern Ireland,https://booksy.com/en-gb/rwg/150273_morgans-barbershop_barber_663829_bramhall?rwg_token=AFd1xnFFqN52q_VqWzUz5Kcq8HrZeCmZJkfRaN6RGRuwsQyfd87RWfQwqu6NUvpljpVSX5zX0HlMubLNMM3jIj4RXJFsMLS6bxCTFdFxf5UmUWAZ0n1T-HY%3D,ChIJH2v6H4NNekgRUXegHMzF1zY
The Bohemian Barbers,Barber shop,+44 161 485 1029,https://thebohemianbarbers.co.uk/,"16 Station Rd, Cheadle Hulme, Stockport SK8 5AE",16 Station Rd,Stockport,Cheadle Hulme,SK8 5AE,United Kingdom of Great Britain and Northern Ireland,,ChIJDYLvAfize0gRJeC-j_olFxU
ANTALYA BARBER,Barber shop,+44 7455 485816,,"101Castle Street, Edgeley, Stockport SK3 9AR",101Castle Street,Stockport,Edgeley,SK3 9AR,United Kingdom of Great Britain and Northern Ireland,,ChIJA4-yeWWze0gRaaSefNdqclg
Royal barbers High Lane,Barber shop,+44 7478 842714,,"70 Buxton Rd, High Lane, Stockport SK6 8BH",70 Buxton Rd,Stockport,High Lane,SK6 8BH,United Kingdom of Great Britain and Northern Ireland,https://www.treatwell.co.uk/place/royal-barbers/?utm_source=google&utm_medium=rwg&rwg_token=AFd1xnHlwWhGp8oB8LMe4r3M8poX1oEyaNs1qpC_1CgF1i_yOzPQCi5fPAK7AN_sL6n35UJDDCuDZMB0x6OhMHUefAFrMqPzREh_kOS3JafhNnjDFWWqMtY%3D,ChIJt3awDUVLekgRAvyYD6mZrcE
Eclips barber shop,Barber shop,+44 7400 234600,,"335 Reddish Rd, Stockport SK5 7EN",335 Reddish Rd,Stockport,,SK5 7EN,United Kingdom of Great Britain and Northern Ireland,,ChIJxSIBEvaze0gRMYfXJNw0zDA
